seqid	type	start	end	strand	id	name	product	ec_number	kegg	dbxref
NA	CDS	100603	101532	-	MGYG000001617_00798	gsiC_1	Glutathione transport system permease protein GsiC	NA	ko:K02033	NA
NA	CDS	13353	14480	-	MGYG000000394_01733	NA	hypothetical protein	NA	-	NA
NA	CDS	262	1380	+	MGYG000003568_00950	ugpC_2	sn-glycerol-3-phosphate import ATP-binding protein UgpC	NA	ko:K10112	NA
NA	CDS	98973	100067	-	MGYG000002370_03187	NA	hypothetical protein	NA	-	NA
NA	CDS	1082	1663	-	MGYG000001074_01242	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	5506	6654	-	MGYG000003038_00897	NA	hypothetical protein	NA	-	NA
NA	CDS	1091	1462	-	MGYG000001660_01294	NA	hypothetical protein	NA	-	NA
NA	CDS	131023	133032	-	MGYG000002426_00310	NA	hypothetical protein	NA	-	NA
NA	CDS	40135	41094	+	MGYG000001831_01917	lacF_3	Lactose transport system permease protein LacF	NA	ko:K02025	NA
NA	CDS	6282	7448	+	MGYG000004615_00500	NA	hypothetical protein	NA	ko:K02057	NA
NA	CDS	638	1876	+	MGYG000003413_00680	sbcD	Nuclease SbcCD subunit D	NA	ko:K03547	NA
NA	CDS	35632	35964	+	MGYG000000142_02573	NA	hypothetical protein	NA	-	NA
NA	CDS	9173	10582	+	MGYG000001641_01783	NA	hypothetical protein	NA	-	NA
NA	CDS	2744	3346	+	MGYG000003214_00049	NA	hypothetical protein	NA	-	NA
NA	CDS	16875	18245	-	MGYG000003097_02633	arlS	Signal transduction histidine-protein kinase ArlS	NA	-	NA
NA	CDS	11066	11416	+	MGYG000002596_00951	NA	hypothetical protein	NA	-	NA
NA	CDS	37083	38387	+	MGYG000003462_01558	NA	Putative aminotransferase/MSMEI_6121	NA	-	NA
NA	CDS	29106	29918	-	MGYG000002032_00951	NA	hypothetical protein	NA	-	NA
NA	CDS	163	777	+	MGYG000004377_01486	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	61308	63236	+	MGYG000002619_02265	htpG	Chaperone protein HtpG	NA	ko:K04079	NA
NA	CDS	40357	40665	-	MGYG000004335_01134	rpsJ	30S ribosomal protein S10	NA	ko:K02946	NA
NA	CDS	17	997	+	MGYG000000759_01424	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	540	1196	-	MGYG000004761_00863	NA	hypothetical protein	NA	-	NA
NA	CDS	369	1631	+	MGYG000003322_01598	NA	hypothetical protein	NA	-	NA
NA	CDS	449594	450154	-	MGYG000002445_01389	bcrC	Undecaprenyl-diphosphatase BcrC	NA	ko:K19302	NA
NA	CDS	5712	6173	+	MGYG000004272_01016	ndhS	Nicotinate dehydrogenase small FeS subunit	NA	ko:K03518	NA
NA	CDS	22740	23579	-	MGYG000003831_01508	btuD_5	Vitamin B12 import ATP-binding protein BtuD	NA	ko:K01990	NA
NA	CDS	61720	63069	+	MGYG000000239_00849	NA	putative AAA domain-containing protein	NA	ko:K07478	NA
NA	CDS	105658	106938	-	MGYG000000281_02406	NA	hypothetical protein	NA	-	NA
NA	CDS	113	1552	-	MGYG000000424_02418	NA	hypothetical protein	NA	-	NA
NA	CDS	1770	3629	-	MGYG000004549_01178	NA	putative ABC transporter ATP-binding protein	NA	ko:K06147	NA
NA	CDS	82309	82797	+	MGYG000001194_00725	DmdB	2,3-dimethylmalate dehydratase small subunit	NA	ko:K01704	NA
NA	CDS	124574	125161	+	MGYG000001698_01725	NA	hypothetical protein	NA	-	NA
NA	CDS	2934769	2936034	-	MGYG000002385_02750	NA	hypothetical protein	NA	-	NA
NA	CDS	804639	805874	+	MGYG000002305_00712	NA	hypothetical protein	NA	-	NA
NA	CDS	3399	5381	+	MGYG000000103_03616	NA	hypothetical protein	NA	-	NA
NA	CDS	13235	13537	-	MGYG000002498_03389	NA	hypothetical protein	NA	-	NA
NA	ncRNA	56279	56341	+	MGYG000002205_5_ncRNA5	NA	tRNA	NA	character(0)	NA
NA	CDS	251013	251291	-	MGYG000002533_00253	NA	hypothetical protein	NA	ko:K07401	NA
NA	CDS	4161	4844	-	MGYG000003229_00610	tal	putative transaldolase	NA	ko:K00616	NA
NA	CDS	117529	119169	+	MGYG000002404_00113	NA	hypothetical protein	NA	-	NA
NA	CDS	102905	103183	-	MGYG000000045_01670	licB_3	Lichenan-specific phosphotransferase enzyme IIB component	NA	ko:K02760	NA
NA	CDS	1367	1852	-	MGYG000001625_01788	ribH	6,7-dimethyl-8-ribityllumazine synthase	NA	ko:K00794	NA
NA	CDS	49982	50743	-	MGYG000001599_02376	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	NA	-	NA
NA	CDS	32913	33467	-	MGYG000004338_00032	cmk_1	Cytidylate kinase	NA	ko:K15045	NA
NA	CDS	117002	117106	-	MGYG000001404_02415	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	11683	12723	+	MGYG000002202_01840	adh	Alcohol dehydrogenase	NA	ko:K18369	NA
NA	CDS	169	1557	-	MGYG000004865_02579	NA	hypothetical protein	NA	-	NA
NA	CDS	3136	4410	-	MGYG000003320_00526	htpX	Protease HtpX	NA	ko:K06013	NA
NA	CDS	27268	29223	+	MGYG000002843_00148	NA	hypothetical protein	NA	-	NA
NA	CDS	2152	2853	-	MGYG000001089_00923	aas	Bifunctional protein Aas	NA	ko:K00655	NA
NA	CDS	22056	22817	-	MGYG000000839_02159	soj_2	Sporulation initiation inhibitor protein Soj	NA	ko:K03496	NA
NA	CDS	10051	10608	+	MGYG000004611_00216	tag	DNA-3-methyladenine glycosylase 1	NA	ko:K01246	NA
NA	CDS	915548	916903	-	MGYG000002372_00785	NA	hypothetical protein	NA	-	NA
NA	CDS	731	1612	-	MGYG000000675_02864	xerD_2	Tyrosine recombinase XerD	NA	ko:K03733	NA
NA	CDS	14663	14797	-	MGYG000003675_02243	frr	Ribosome-recycling factor	NA	ko:K02838	NA
NA	CDS	1213099	1213410	+	MGYG000002406_02545	crcB_1	Putative fluoride ion transporter CrcB	NA	ko:K06199	NA
NA	CDS	452093	452368	-	MGYG000001527_03252	NA	hypothetical protein	NA	-	NA
NA	CDS	75398	75922	-	MGYG000003072_04366	NA	hypothetical protein	NA	-	NA
NA	CDS	1849908	1850591	+	MGYG000001451_01733	NA	hypothetical protein	NA	-	NA
NA	CDS	134097	135893	-	MGYG000001506_01049	NA	hypothetical protein	NA	ko:K03205	NA
NA	CDS	936	1781	+	MGYG000002883_00983	NADK	NAD kinase	NA	ko:K00858	NA
NA	CDS	83570	83779	-	MGYG000002330_03699	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	37569	38849	+	MGYG000002519_01782	hflX	GTPase HflX	NA	ko:K03665	NA
NA	CDS	8260	8916	+	MGYG000004755_00533	NA	hypothetical protein	NA	-	NA
NA	CDS	11328	11765	+	MGYG000002143_01645	NA	hypothetical protein	NA	ko:K06209	NA
NA	CDS	595	1395	-	MGYG000003490_01313	NA	Glutamine synthetase	NA	ko:K01915	NA
NA	CDS	3652	4488	-	MGYG000003323_01747	glyQS	Glycine--tRNA ligase	NA	ko:K01880	NA
NA	CDS	16663	17478	+	MGYG000000675_00495	uxuB_1	putative oxidoreductase UxuB	NA	-	NA
NA	CDS	324	1097	-	MGYG000004729_01940	nadE	NH(3)-dependent NAD(+) synthetase	NA	ko:K01916	NA
NA	CDS	16719	17447	-	MGYG000004628_00686	NA	hypothetical protein	NA	-	NA
NA	CDS	5241	6770	-	MGYG000000423_01556	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	NA	ko:K15633	NA
NA	CDS	15561	15869	-	MGYG000004517_01164	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	1651	2787	+	MGYG000002891_01456	mtlD	Mannitol-1-phosphate 5-dehydrogenase	NA	ko:K00009	NA
NA	CDS	201439	201660	+	MGYG000002320_01720	NA	hypothetical protein	NA	-	NA
NA	CDS	11860	12438	-	MGYG000001761_00332	NA	hypothetical protein	NA	-	NA
NA	CDS	21441	22730	-	MGYG000001747_01135	NA	hypothetical protein	NA	-	NA
NA	CDS	10492	11226	-	MGYG000004640_00536	dpnA	Modification methylase DpnIIB	NA	-	NA
NA	CDS	5255	5473	+	MGYG000000549_00006	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	7118	7510	+	MGYG000001938_01988	NA	hypothetical protein	NA	-	NA
NA	CDS	45995	46555	-	MGYG000004680_01843	fbiB	Coenzyme F420:L-glutamate ligase	NA	-	NA
NA	CDS	1462	3111	-	MGYG000004290_02530	ycf3_2	Photosystem I assembly protein Ycf3	NA	-	NA
NA	CDS	6822	7097	-	MGYG000004275_00690	NA	hypothetical protein	NA	-	NA
NA	CDS	72852	73832	+	MGYG000003997_00786	NA	hypothetical protein	NA	-	NA
NA	CDS	1998	2189	-	MGYG000002210_01738	NA	hypothetical protein	NA	-	NA
NA	CDS	738657	739985	-	MGYG000000032_00662	ftsW_1	Putative lipid II flippase FtsW	NA	ko:K03588	NA
NA	ncRNA	2121	2205	+	MGYG000002853_112_ncRNA9	NA	tRNA	NA	character(0)	NA
NA	CDS	14565	15308	+	MGYG000000314_00547	yxlF	putative ABC transporter ATP-binding protein YxlF	NA	ko:K20491	NA
NA	CDS	3384	5327	-	MGYG000003829_01792	NA	hypothetical protein	NA	-	NA
NA	CDS	10557	11333	+	MGYG000000090_00011	NA	Glycine/sarcosine N-methyltransferase	NA	-	NA
NA	CDS	81827	82426	+	MGYG000001569_01262	thrH	Phosphoserine phosphatase ThrH	NA	ko:K02203	NA
NA	CDS	14470	15309	-	MGYG000001992_00552	thiM	Hydroxyethylthiazole kinase	NA	ko:K00878	NA
NA	CDS	3848	4171	+	MGYG000002625_00867	NA	hypothetical protein	NA	-	NA
NA	CDS	108481	110145	-	MGYG000003779_00115	NA	Cobalt-dependent inorganic pyrophosphatase	NA	ko:K15986	NA
NA	CDS	12996	13940	-	MGYG000004183_01133	pyrB	Aspartate carbamoyltransferase	NA	ko:K00609	NA
NA	CDS	46803	48077	+	MGYG000000943_00818	lysA	Diaminopimelate decarboxylase	NA	ko:K01586	NA
NA	CDS	106	2016	+	MGYG000003907_01211	clpE	ATP-dependent Clp protease ATP-binding subunit ClpE	NA	ko:K03697	NA
NA	CDS	5393	6424	+	MGYG000004001_01559	NA	hypothetical protein	NA	-	NA
NA	CDS	22248	24305	+	MGYG000003770_01439	NA	hypothetical protein	NA	-	NA
NA	CDS	2203	2787	-	MGYG000003712_03973	NA	hypothetical protein	NA	-	NA
NA	CDS	99494	101842	+	MGYG000002410_00153	NA	hypothetical protein	NA	-	NA
NA	CDS	958918	959766	+	MGYG000001704_00939	NA	hypothetical protein	NA	-	NA
NA	CDS	14880	15311	+	MGYG000002182_00473	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	3841	4578	-	MGYG000003787_01378	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	26236	27588	-	MGYG000004584_00221	rimO	Ribosomal protein S12 methylthiotransferase RimO	NA	ko:K14441	NA
NA	CDS	22551	23945	+	MGYG000000765_01164	fumC	Fumarate hydratase class II	NA	ko:K01679	NA
NA	CDS	7717	8319	-	MGYG000000521_00392	pgsA_2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	NA	c(""""ko:K00995"""", """"ko:K08744"""")	NA
NA	CDS	16981	18645	+	MGYG000003769_02422	NA	hypothetical protein	NA	ko:K04771	NA
NA	CDS	374351	375037	+	MGYG000002466_00337	dcuR	Transcriptional regulatory protein DcuR	NA	c(""""ko:K02475"""", """"ko:K07703"""", """"ko:K11615"""")	NA
NA	CDS	153	494	+	MGYG000000088_01943	NA	hypothetical protein	NA	-	NA
NA	CDS	164658	165308	+	MGYG000000027_00160	minC	Septum site-determining protein MinC	NA	ko:K03610	NA
NA	CDS	62249	63424	-	MGYG000000248_02139	nagA	N-acetylglucosamine-6-phosphate deacetylase	NA	ko:K01443	NA
NA	CDS	659842	660399	-	MGYG000001398_00592	NA	hypothetical protein	NA	-	NA
NA	CDS	69758	70606	-	MGYG000003702_02009	NA	hypothetical protein	NA	-	NA
NA	CDS	8995	10464	+	MGYG000000992_01301	sasA_2	Adaptive-response sensory-kinase SasA	NA	-	NA
NA	CDS	433454	434278	-	MGYG000000091_04706	ssuC_6	Putative aliphatic sulfonates transport permease protein SsuC	NA	ko:K15554	NA
NA	CDS	225092	225487	-	MGYG000000515_00185	NA	hypothetical protein	NA	-	NA
NA	CDS	38610	39317	+	MGYG000000736_00248	rluB	Ribosomal large subunit pseudouridine synthase B	NA	c(""""ko:K06178"""", """"ko:K06183"""")	NA
NA	CDS	5243	5953	-	MGYG000003253_00163	queE	7-carboxy-7-deazaguanine synthase	NA	ko:K04069	NA
NA	ncRNA	26625	26691	-	MGYG000002295_18_ncRNA17	NA	tRNA	NA	character(0)	NA
NA	CDS	56178	56921	+	MGYG000002234_00622	NA	hypothetical protein	NA	-	NA
NA	CDS	1411	3501	+	MGYG000002219_00114	NA	hypothetical protein	NA	-	NA
NA	CDS	385290	385463	-	MGYG000001472_03072	NA	hypothetical protein	NA	-	NA
NA	CDS	52631	52855	-	MGYG000000966_00793	NA	hypothetical protein	NA	-	NA
NA	CDS	3153	4184	-	MGYG000003321_00266	arnC_1	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	NA	-	NA
NA	CDS	18434	19138	+	MGYG000004306_00811	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	1016481	1017185	+	MGYG000001472_02552	NA	hypothetical protein	NA	ko:K06196	NA
NA	CDS	160012	161211	-	MGYG000002779_00322	glgA_1	Glycogen synthase	NA	-	NA
NA	CDS	8961	10319	+	MGYG000003030_00076	nhaA	Na(+)/H(+) antiporter NhaA	NA	ko:K03313	NA
NA	CDS	2012	4144	+	MGYG000002436_01228	glyS	Glycine--tRNA ligase beta subunit	NA	ko:K01879	NA
NA	CDS	3111	3497	-	MGYG000000539_01395	NA	hypothetical protein	NA	ko:K18843	NA
NA	CDS	20235	22712	+	MGYG000004325_00403	hypF	Carbamoyltransferase HypF	NA	ko:K04656	NA
NA	CDS	35964	36656	-	MGYG000001223_01127	recX	Regulatory protein RecX	NA	ko:K03565	NA
NA	CDS	27117	27485	+	MGYG000000661_00192	rplN	50S ribosomal protein L14	NA	ko:K02874	NA
NA	CDS	23491	24402	-	MGYG000000716_00268	NA	hypothetical protein	NA	-	NA
NA	CDS	3226	3672	-	MGYG000004192_01099	rplK	50S ribosomal protein L11	NA	ko:K02867	NA
NA	CDS	142672	143109	+	MGYG000000460_00133	yrrK	Putative pre-16S rRNA nuclease	NA	ko:K07447	NA
NA	CDS	24432	25256	-	MGYG000002474_03233	yecS_2	L-cystine transport system permease protein YecS	NA	ko:K02029	NA
NA	CDS	5397	6410	+	MGYG000004677_00392	NA	hypothetical protein	NA	-	NA
NA	CDS	3756	5012	+	MGYG000003829_01813	NA	hypothetical protein	NA	ko:K02669	NA
NA	CDS	59029	59856	-	MGYG000003395_03415	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	NA	ko:K02013	NA
NA	CDS	67633	68133	-	MGYG000000245_03005	NA	hypothetical protein	NA	-	NA
NA	CDS	54224	55579	-	MGYG000001461_04118	NA	hypothetical protein	NA	-	NA
NA	CDS	2498	4051	-	MGYG000004774_02432	NA	hypothetical protein	NA	-	NA
NA	CDS	22096	22485	-	MGYG000002668_00080	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	430985	432013	+	MGYG000000419_01060	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	275760	276449	+	MGYG000003684_00233	srrA_1	Transcriptional regulatory protein SrrA	NA	-	NA
NA	CDS	28558	32580	+	MGYG000001659_00885	rcsC_5	Sensor histidine kinase RcsC	NA	-	NA
NA	CDS	2874	4520	+	MGYG000002701_00394	glgB_1	1,4-alpha-glucan branching enzyme GlgB	NA	ko:K00700	NA
NA	CDS	116483	116980	-	MGYG000002817_00898	NA	hypothetical protein	NA	ko:K09768	NA
NA	CDS	205	795	+	MGYG000004436_00759	yqgN	putative protein YqgN	NA	ko:K01934	NA
NA	CDS	644	1402	+	MGYG000000531_01028	NA	hypothetical protein	NA	ko:K00773	NA
NA	CDS	27197	27706	+	MGYG000000670_00314	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	22299	23309	-	MGYG000003901_00632	rluC	Ribosomal large subunit pseudouridine synthase C	NA	ko:K06179	NA
NA	CDS	330808	331254	-	MGYG000002282_00258	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	14367	15272	+	MGYG000003959_01393	truB	tRNA pseudouridine synthase B	NA	ko:K03177	NA
NA	CDS	1163	1417	-	MGYG000003600_00568	NA	hypothetical protein	NA	-	NA
NA	CDS	3259	3987	+	MGYG000001195_01787	NA	putative transcriptional regulatory protein	NA	-	NA
NA	CDS	12262	13443	+	MGYG000004898_00209	patA_1	Putative N-acetyl-LL-diaminopimelate aminotransferase	NA	ko:K00841	NA
NA	CDS	43073	43921	-	MGYG000002763_00153	thyA1	Thymidylate synthase 1	NA	ko:K00560	NA
NA	CDS	482913	483332	-	MGYG000002356_05347	NA	hypothetical protein	NA	-	NA
NA	CDS	8488	8637	+	MGYG000000988_01997	NA	hypothetical protein	NA	-	NA
NA	CDS	31686	34097	-	MGYG000001212_00187	NA	hypothetical protein	NA	ko:K05349	NA
NA	CDS	7578	7976	-	MGYG000001382_01751	atpC	ATP synthase epsilon chain	NA	ko:K02114	NA
NA	CDS	149252	150088	+	MGYG000002180_00780	NA	hypothetical protein	NA	ko:K09816	NA
NA	CDS	2133	3644	-	MGYG000001570_00578	NA	hypothetical protein	NA	-	NA
NA	CDS	8861	9976	-	MGYG000002818_01320	adh1	Long-chain-alcohol dehydrogenase 1	NA	ko:K18120	NA
NA	CDS	1592	1816	-	MGYG000004785_00553	NA	hypothetical protein	NA	-	NA
NA	CDS	9404	9907	+	MGYG000003395_03448	NA	hypothetical protein	NA	ko:K03824	NA
NA	CDS	23807	24400	+	MGYG000000067_03386	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	281183	281629	-	MGYG000002001_01073	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	NA	c(""""ko:K06925"""", """"ko:K07102"""")	NA
NA	CDS	2534	3301	-	MGYG000000315_01243	NA	hypothetical protein	NA	ko:K02411	NA
NA	CDS	39678	39866	+	MGYG000000852_00345	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	2607	3260	+	MGYG000001588_00920	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	NA	ko:K00995	NA
NA	CDS	398	1081	+	MGYG000000512_01227	atpB_2	ATP synthase subunit a	NA	ko:K02111	NA
NA	CDS	15846	16790	-	MGYG000002265_00020	rpoA_1	DNA-directed RNA polymerase subunit alpha	NA	ko:K03040	NA
NA	CDS	161411	162379	+	MGYG000000266_01002	frlB_5	Fructosamine deglycase FrlB	NA	-	NA
NA	CDS	16554	18122	+	MGYG000003892_00799	NA	Extracellular endo-alpha-(1->5)-L-arabinanase	NA	ko:K06113	NA
NA	CDS	26959	27459	+	MGYG000000412_00980	ureE	Urease accessory protein UreE	NA	ko:K03187	NA
NA	CDS	24182	24991	+	MGYG000003773_00566	NA	hypothetical protein	NA	-	NA
NA	CDS	28964	29659	-	MGYG000000469_01133	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	8189	9226	-	MGYG000002943_01259	gsiD	Glutathione transport system permease protein GsiD	NA	ko:K02034	NA
NA	CDS	3366	3623	-	MGYG000004157_02084	NA	hypothetical protein	NA	ko:K04758	NA
NA	CDS	31954	32892	-	MGYG000000167_01640	NA	hypothetical protein	NA	ko:K15773	NA
NA	CDS	4236	5669	+	MGYG000000193_02262	adeP	Adenine permease AdeP	NA	ko:K06901	NA
NA	CDS	174875	175135	-	MGYG000002520_00155	NA	hypothetical protein	NA	-	NA
NA	CDS	94982	95236	-	MGYG000004747_00097	NA	hypothetical protein	NA	-	NA
NA	CDS	992240	992710	-	MGYG000001530_01154	NA	hypothetical protein	NA	-	NA
NA	CDS	106264	107907	+	MGYG000000195_02729	NA	hypothetical protein	NA	-	NA
NA	CDS	4645	6462	+	MGYG000003454_01911	frdA	Fumarate reductase flavoprotein subunit	NA	ko:K00244	NA
NA	CDS	15311	16981	+	MGYG000000920_01745	NA	hypothetical protein	NA	-	NA
NA	CDS	274500	274862	+	MGYG000002418_00232	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	9972	11972	-	MGYG000002312_01221	NA	NADH oxidase	NA	-	NA
NA	CDS	495898	496809	-	MGYG000003929_00488	NA	hypothetical protein	NA	-	NA
NA	CDS	1559	2923	+	MGYG000000680_00630	NA	hypothetical protein	NA	-	NA
NA	CDS	21207	21500	-	MGYG000003140_00404	NA	hypothetical protein	NA	-	NA
NA	CDS	12005	12799	-	MGYG000001906_01903	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	8026	8667	-	MGYG000001004_00809	panT	Pantothenic acid transporter PanT	NA	-	NA
NA	CDS	22608	22805	+	MGYG000002926_01477	sspC2	Small, acid-soluble spore protein C2	NA	-	NA
NA	CDS	3308	4120	+	MGYG000000271_03735	NA	hypothetical protein	NA	-	NA
NA	CDS	576680	577987	+	MGYG000001557_00522	bepC	Outer membrane efflux protein BepC	NA	ko:K12340	NA
NA	CDS	27441	27989	-	MGYG000001249_00688	trpS	Tryptophan--tRNA ligase	NA	ko:K01867	NA
NA	CDS	4140137	4141414	-	MGYG000002351_03890	csbX	Alpha-ketoglutarate permease	NA	-	NA
NA	CDS	130038	130556	-	MGYG000001013_00889	NA	hypothetical protein	NA	-	NA
NA	CDS	32525	33871	-	MGYG000001763_01019	NA	hypothetical protein	NA	-	NA
NA	CDS	92	238	-	MGYG000000403_00740	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	1894621	1895802	-	MGYG000001528_02675	dapL_2	LL-diaminopimelate aminotransferase	NA	ko:K10206	NA
NA	CDS	17277	17549	+	MGYG000003485_00268	hup	DNA-binding protein HU	NA	ko:K03530	NA
NA	CDS	20888	21985	-	MGYG000003528_02751	carA	Carbamoyl-phosphate synthase small chain	NA	c(""""ko:K01955"""", """"ko:K01956"""")	NA
NA	CDS	75541	77280	-	MGYG000001526_01249	NA	hypothetical protein	NA	-	NA
NA	CDS	2271	3455	+	MGYG000001668_00759	NA	hypothetical protein	NA	-	NA
NA	CDS	11164	12732	-	MGYG000003204_00110	NA	hypothetical protein	NA	-	NA
NA	CDS	3863	4378	+	MGYG000002050_01822	NA	hypothetical protein	NA	ko:K07341	NA
NA	CDS	7376	8188	+	MGYG000001094_02187	proC	Pyrroline-5-carboxylate reductase	NA	ko:K00286	NA
NA	CDS	294	1226	+	MGYG000002901_00077	NA	IS30 family transposase ISSau1	NA	-	NA
NA	CDS	11034	13355	-	MGYG000004094_02785	NA	Beta-glucosidase BoGH3B	NA	ko:K05349	NA
NA	CDS	141090	142160	+	MGYG000003393_02406	hisC	Histidinol-phosphate aminotransferase	NA	ko:K00817	NA
NA	CDS	70828	71814	+	MGYG000003066_00399	NA	PhoH-like protein	NA	ko:K06217	NA
NA	CDS	1311	3110	+	MGYG000004107_01641	NA	hypothetical protein	NA	-	NA
NA	CDS	521	832	+	MGYG000000545_01504	NA	hypothetical protein	NA	-	NA
NA	CDS	48222	49196	-	MGYG000004664_01349	NA	Protein ADP-ribosyltransferase	NA	-	NA
NA	CDS	22849	23082	-	MGYG000000640_00270	NA	hypothetical protein	NA	ko:K04758	NA
NA	CDS	78269	79159	-	MGYG000004487_00909	cdaA	Cyclic di-AMP synthase CdaA	NA	ko:K18672	NA
NA	CDS	3651	4811	-	MGYG000001808_00483	thiH	2-iminoacetate synthase	NA	ko:K03150	NA
NA	CDS	279626	280813	+	MGYG000002278_00660	thiI	putative tRNA sulfurtransferase	NA	ko:K03151	NA
NA	CDS	7212	8288	+	MGYG000000077_00779	degA_2	HTH-type transcriptional regulator DegA	NA	ko:K02529	NA
NA	CDS	32915	33358	+	MGYG000001846_00451	NA	hypothetical protein	NA	-	NA
NA	CDS	60903	61892	+	MGYG000001741_00193	iolS	Aldo-keto reductase IolS	NA	ko:K05275	NA
NA	CDS	1849476	1850483	+	MGYG000002321_01756	NA	hypothetical protein	NA	-	NA
NA	CDS	1096	2322	+	MGYG000004176_01544	nagC	N-acetylglucosamine repressor	NA	-	NA
NA	CDS	13426	14880	+	MGYG000001622_02906	scrB	Sucrose-6-phosphate hydrolase	NA	ko:K01193	NA
NA	CDS	203607	206771	+	MGYG000004568_00459	NA	hypothetical protein	NA	ko:K01153	NA
NA	CDS	13847	14773	-	MGYG000003242_00425	NA	hypothetical protein	NA	-	NA
NA	CDS	1514	2953	+	MGYG000003746_01441	NA	hypothetical protein	NA	ko:K07058	NA
NA	CDS	133908	136052	-	MGYG000001921_00503	pnp	Polyribonucleotide nucleotidyltransferase	NA	ko:K00962	NA
NA	CDS	22373	23485	+	MGYG000000560_00366	glnL	Sensory histidine kinase/phosphatase NtrB	NA	ko:K07708	NA
NA	CDS	111135	111908	+	MGYG000002525_03959	argB	Acetylglutamate kinase	NA	c(""""ko:K00930"""", """"ko:K22478"""")	NA
NA	CDS	312706	314337	-	MGYG000002310_05018	NA	putative protein	NA	-	NA
NA	CDS	36699	37244	-	MGYG000001961_00363	NA	hypothetical protein	NA	-	NA
NA	CDS	892	1473	-	MGYG000000043_02609	yvqK	Cob(I)yrinic acid a,c-diamide adenosyltransferase	NA	-	NA
NA	CDS	11136	12317	-	MGYG000002565_00666	tetA	Tetracycline resistance protein, class B	NA	-	NA
NA	CDS	19583	20041	+	MGYG000001286_01939	NA	hypothetical protein	NA	ko:K06133	NA
NA	CDS	13383	14372	+	MGYG000001986_01050	manX_2	PTS system mannose-specific EIIAB component	NA	c(""""ko:K02793"""", """"ko:K02794"""")	NA
NA	CDS	4125	4958	-	MGYG000001623_02016	rsmI	Ribosomal RNA small subunit methyltransferase I	NA	ko:K07056	NA
NA	CDS	9198	9911	+	MGYG000001797_02364	NA	hypothetical protein	NA	ko:K01071	NA
NA	CDS	2511	3335	+	MGYG000000970_00377	NA	hypothetical protein	NA	-	NA
NA	CDS	4267	5742	-	MGYG000001657_01200	NA	hypothetical protein	NA	-	NA
NA	CDS	151157	151369	+	MGYG000000089_02419	NA	hypothetical protein	NA	character(0)	NA
NA	CDS	151259	151660	+	MGYG000002510_01809	fadM	Long-chain acyl-CoA thioesterase FadM	NA	ko:K12500	NA
NA	CDS	419	1228	+	MGYG000003781_00725	ymdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase	NA	ko:K09769	NA
NA	CDS	14807	15085	-	MGYG000002472_02486	NA	hypothetical protein	NA	-	NA
NA	CDS	255225	255956	+	MGYG000003390_01701	bluR	HTH-type transcriptional repressor BluR	NA	c(""""ko:K21972"""", """"ko:K22491"""")	NA
NA	CDS	80141	80938	-	MGYG000000942_00557	scpA_2	Segregation and condensation protein A	NA	ko:K05896	NA
NA	CDS	1520	2470	-	MGYG000003251_01394	coaA	Pantothenate kinase	NA	ko:K00867	NA
NA	CDS	2209735	2210364	-	MGYG000001551_02187	pyrE	Orotate phosphoribosyltransferase	NA	c(""""ko:K00762"""", """"ko:K13421"""")	NA
NA	CDS	30519	31544	+	MGYG000001602_01330	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	NA	ko:K07568	NA
NA	CDS	61	669	+	MGYG000003859_00750	NA	hypothetical protein	NA	-	NA
NA	CDS	124201	124740	-	MGYG000000242_01659	NA	hypothetical protein	NA	-	NA
NA	CDS	4277	4471	+	MGYG000001303_02922	NA	hypothetical protein	NA	ko:K02315	NA
NA	CDS	69780	70658	+	MGYG000002109_00055	ftsX	Cell division protein FtsX	NA	ko:K09811	NA
